#     BLOCK:   VELOCITY:     AVE_POFV:       ERROR:
          26     2.15079     9.43287    0.257733
          26     2.37719     10.1344    0.757484
          26     2.60359     9.64527      0.6304
          26     2.82999     8.17228    0.241587
          26     3.05639     6.48753    0.213355
          26     3.28278     5.62638    0.232971
          26     3.50918     4.67199    0.166815
          26     3.73558     3.57021    0.161281
          26     3.96198     2.61809    0.103615
          26     4.18838     1.80313   0.0907607
          26     4.41478     1.32825   0.0981951
          26     4.64118    0.898317    0.103591
          26     4.86758    0.678154    0.104207
          26     5.09398    0.377106   0.0582727
          26     5.32037    0.216538   0.0431638
          26     5.54677    0.100856   0.0229236
          26     5.77317   0.0624615   0.0189709
          26     5.99957   0.0351154   0.0176622
          26     6.22597  0.00986538  0.00835747
